      After |    Peak Mem | File Name                                                                  |        Before |    Peak Mem ||         Change || Change (mem) | % Change | % Change (mem)
   0m15.83s |   763892 ko | Specific/montgomery64_2e192m2e64m1_3limbs/fesub.vo                         |      0m16.10s |   761488 ko ||      -0m00.27s ||      2404 ko |   -1.67% |         +0.31%
   0m15.83s |   772152 ko | Specific/solinas32_2e140m27_7limbs/fesub.vo                                |      0m15.72s |   772184 ko ||      +0m00.10s ||       -32 ko |   +0.69% |         -0.00%
   0m15.82s |   788112 ko | Specific/solinas64_2e194m33_4limbs/freeze.vo                               |      0m16.24s |   787508 ko ||      -0m00.41s ||       604 ko |   -2.58% |         +0.07%
   0m15.81s |   760976 ko | Specific/montgomery64_2e130m5_3limbs/fesub.vo                              |      0m15.89s |   760744 ko ||      -0m00.08s ||       232 ko |   -0.50% |         +0.03%
   0m15.81s |   763904 ko | Specific/montgomery64_2e189m25_3limbs/fesub.vo                             |      0m16.08s |   761572 ko ||      -0m00.26s ||      2332 ko |   -1.67% |         +0.30%
   0m15.80s |   762256 ko | Specific/montgomery64_2e166m5_3limbs/fesub.vo                              |      0m16.14s |   757952 ko ||      -0m00.33s ||      4304 ko |   -2.10% |         +0.56%
   0m15.80s |   762952 ko | Specific/montgomery64_2e174m17_3limbs/fesub.vo                             |      0m16.09s |   761000 ko ||      -0m00.28s ||      1952 ko |   -1.80% |         +0.25%
   0m15.80s |   771332 ko | Specific/solinas32_2e206m5_8limbs/feadd.vo                                 |      0m16.23s |   767016 ko ||      -0m00.42s ||      4316 ko |   -2.64% |         +0.56%
   0m15.79s |   761768 ko | Specific/montgomery64_2e140m27_3limbs/fesub.vo                             |      0m15.77s |   759364 ko ||      +0m00.01s ||      2404 ko |   +0.12% |         +0.31%
   0m15.79s |   771720 ko | Specific/solinas32_2e216m2e108m1_8limbs/feadd.vo                           |      0m15.66s |   770868 ko ||      +0m00.12s ||       852 ko |   +0.83% |         +0.11%
   0m15.78s |   788696 ko | Specific/solinas64_2e196m15_4limbs/freeze.vo                               |      0m16.06s |   788404 ko ||      -0m00.27s ||       292 ko |   -1.74% |         +0.03%
   0m15.75s |   761460 ko | Specific/montgomery64_2e165m25_3limbs/fesub.vo                             |      0m16.12s |   757720 ko ||      -0m00.37s ||      3740 ko |   -2.29% |         +0.49%
   0m15.75s |   764120 ko | Specific/solinas32_2e196m15_8limbs/feadd.vo                                |      0m16.07s |   765404 ko ||      -0m00.32s ||     -1284 ko |   -1.99% |         -0.16%
   0m15.72s |   761472 ko | Specific/montgomery64_2e129m25_3limbs/fesub.vo                             |      0m16.60s |   759656 ko ||      -0m00.88s ||      1816 ko |   -5.30% |         +0.23%
   0m15.71s |   761240 ko | Specific/NISTP256/AMD128/feadd.vo                                          |      0m15.38s |   764816 ko ||      +0m00.33s ||     -3576 ko |   +2.14% |         -0.46%
   0m15.71s |   767636 ko | Specific/solinas32_2e191m19_8limbs/feadd.vo                                |      0m16.10s |   770980 ko ||      -0m00.39s ||     -3344 ko |   -2.42% |         -0.43%
   0m15.71s |   791056 ko | Specific/solinas64_2e166m5_4limbs/freeze.vo                                |      0m16.12s |   788560 ko ||      -0m00.41s ||      2496 ko |   -2.54% |         +0.31%
   0m15.70s |   763000 ko | Specific/montgomery64_2e158m15_3limbs/fesub.vo                             |      0m16.01s |   757188 ko ||      -0m00.31s ||      5812 ko |   -1.93% |         +0.76%
   0m15.70s |   788020 ko | Specific/solinas64_2e174m17_4limbs/freeze.vo                               |      0m16.14s |   788964 ko ||      -0m00.44s ||      -944 ko |   -2.72% |         -0.11%
   0m15.67s |   761620 ko | Specific/montgomery64_2e171m19_3limbs/fesub.vo                             |      0m16.14s |   757896 ko ||      -0m00.47s ||      3724 ko |   -2.91% |         +0.49%
   0m15.61s |   787576 ko | Specific/solinas64_2e140m27_4limbs/freeze.vo                               |      0m15.97s |   787384 ko ||      -0m00.36s ||       192 ko |   -2.25% |         +0.02%
   0m15.58s |   787812 ko | Specific/solinas64_2e150m5_4limbs/freeze.vo                                |      0m16.01s |   789212 ko ||      -0m00.43s ||     -1400 ko |   -2.68% |         -0.17%
   0m15.58s |   760080 ko | Specific/solinas64_2e413m21_7limbs/feadd.vo                                |      0m15.19s |   758496 ko ||      +0m00.39s ||      1584 ko |   +2.56% |         +0.20%
   0m15.56s |   774432 ko | Specific/X25519/C64/fecarry.vo                                             |      0m15.24s |   779972 ko ||      +0m00.32s ||     -5540 ko |   +2.09% |         -0.71%
   0m15.54s |   767040 ko | Specific/solinas32_2e165m25_8limbs/feadd.vo                                |      0m15.97s |   766828 ko ||      -0m00.43s ||       212 ko |   -2.69% |         +0.02%
   0m15.54s |   678124 ko | Specific/solinas64_2e452m3_8limbs/Synthesis.vo                             |      0m15.50s |   676744 ko ||      +0m00.03s ||      1380 ko |   +0.25% |         +0.20%
   0m15.53s |   788128 ko | Specific/solinas64_2e141m9_4limbs/freeze.vo                                |      0m15.91s |   788100 ko ||      -0m00.38s ||        28 ko |   -2.38% |         +0.00%
   0m15.49s |   774192 ko | Specific/solinas32_2e171m19_7limbs/fesub.vo                                |      0m15.86s |   772156 ko ||      -0m00.36s ||      2036 ko |   -2.33% |         +0.26%
   0m15.47s |   760348 ko | Specific/solinas64_2e382m105_7limbs/feadd.vo                               |      0m15.39s |   760264 ko ||      +0m00.08s ||        84 ko |   +0.51% |         +0.01%
   0m15.44s |   760664 ko | Specific/solinas64_2e383m421_7limbs/feadd.vo                               |      0m15.48s |   761036 ko ||      -0m00.04s ||      -372 ko |   -0.25% |         -0.04%
   0m15.43s |   761452 ko | Specific/solinas64_2e384m317_7limbs/feadd.vo                               |      0m15.42s |   760812 ko ||      +0m00.00s ||       640 ko |   +0.06% |         +0.08%
   0m15.42s |   773856 ko | Specific/solinas32_2e150m5_7limbs/fesub.vo                                 |      0m15.84s |   774056 ko ||      -0m00.41s ||      -200 ko |   -2.65% |         -0.02%
   0m15.38s |   768660 ko | Specific/solinas64_2e336m3_6limbs/fesub.vo                                 |      0m15.38s |   768600 ko ||      +0m00.00s ||        60 ko |   +0.00% |         +0.00%
   0m15.38s |   760064 ko | Specific/solinas64_2e379m19_7limbs/feadd.vo                                |      0m15.08s |   760028 ko ||      +0m00.30s ||        36 ko |   +1.98% |         +0.00%
   0m15.35s |   767084 ko | Specific/solinas64_2e338m15_6limbs/fesub.vo                                |      0m14.93s |   768056 ko ||      +0m00.41s ||      -972 ko |   +2.81% |         -0.12%
   0m15.31s |   757428 ko | Specific/solinas64_2e338m15_7limbs/feadd.vo                                |      0m14.89s |   762128 ko ||      +0m00.41s ||     -4700 ko |   +2.82% |         -0.61%
   0m15.28s |   774104 ko | Specific/solinas64_2e266m3_5limbs/fecarry.vo                               |      0m15.12s |   774168 ko ||      +0m00.16s ||       -64 ko |   +1.05% |         -0.00%
   0m15.27s |   773272 ko | Specific/solinas64_2e256m189_5limbs/fecarry.vo                             |      0m15.05s |   774460 ko ||      +0m00.21s ||     -1188 ko |   +1.46% |         -0.15%
   0m15.25s |   762284 ko | Specific/solinas64_2e336m3_7limbs/feadd.vo                                 |      0m14.90s |   764028 ko ||      +0m00.34s ||     -1744 ko |   +2.34% |         -0.22%
   0m15.24s |   764264 ko | Specific/solinas64_2e322m2e161m1_6limbs/fesub.vo                           |      0m15.29s |   765484 ko ||      -0m00.04s ||     -1220 ko |   -0.32% |         -0.15%
   0m15.23s |   768592 ko | Specific/solinas64_2e291m19_6limbs/fesub.vo                                |      0m15.25s |   767208 ko ||      -0m00.01s ||      1384 ko |   -0.13% |         +0.18%
   0m15.22s |   761920 ko | Specific/solinas64_2e336m17_7limbs/feadd.vo                                |      0m14.77s |   762252 ko ||      +0m00.45s ||      -332 ko |   +3.04% |         -0.04%
   0m15.21s |   764632 ko | Specific/solinas64_2e321m9_6limbs/fesub.vo                                 |      0m15.19s |   766556 ko ||      +0m00.02s ||     -1924 ko |   +0.13% |         -0.25%
   0m15.16s |   774044 ko | Specific/solinas64_2e255m19_5limbs_donna/fecarry.vo                        |      0m15.11s |   777580 ko ||      +0m00.05s ||     -3536 ko |   +0.33% |         -0.45%
   0m15.16s |   766120 ko | Specific/solinas64_2e401m31_7limbs/feadd.vo                                |      0m15.47s |   764580 ko ||      -0m00.31s ||      1540 ko |   -2.00% |         +0.20%
   0m15.15s |   774232 ko | Specific/solinas64_2e251m9_5limbs/fecarry.vo                               |      0m14.69s |   774432 ko ||      +0m00.46s ||      -200 ko |   +3.13% |         -0.02%
   0m15.15s |   775844 ko | Specific/solinas64_2e255m19_5limbs/fecarry.vo                              |      0m14.68s |   774300 ko ||      +0m00.47s ||      1544 ko |   +3.20% |         +0.19%
   0m15.14s |   761004 ko | Specific/solinas64_2e383m31_7limbs/feadd.vo                                |      0m15.24s |   760800 ko ||      -0m00.09s ||       204 ko |   -0.65% |         +0.02%
   0m15.12s |   764200 ko | Specific/solinas64_2e255m19_6limbs/fesub.vo                                |      0m14.57s |   762336 ko ||      +0m00.54s ||      1864 ko |   +3.77% |         +0.24%
   0m15.10s |   762676 ko | Specific/solinas64_2e266m3_6limbs/fesub.vo                                 |      0m15.09s |   762024 ko ||      +0m00.00s ||       652 ko |   +0.06% |         +0.08%
   0m15.10s |   760908 ko | Specific/solinas64_2e383m187_7limbs/feadd.vo                               |      0m15.55s |   760952 ko ||      -0m00.45s ||       -44 ko |   -2.89% |         -0.00%
   0m15.08s |   764000 ko | Specific/solinas64_2e243m9_6limbs/fesub.vo                                 |      0m14.58s |   763988 ko ||      +0m00.50s ||        12 ko |   +3.42% |         +0.00%
   0m15.08s |   778588 ko | Specific/solinas64_2e255m765_5limbs/fecarry.vo                             |      0m15.14s |   777992 ko ||      -0m00.06s ||       596 ko |   -0.39% |         +0.07%
   0m15.05s |   759744 ko | Specific/solinas64_2e256m2e32m977_7limbs/feadd.vo                          |      0m14.98s |   757928 ko ||      +0m00.07s ||      1816 ko |   +0.46% |         +0.23%
   0m15.05s |   767352 ko | Specific/solinas64_2e336m17_6limbs/fesub.vo                                |      0m15.01s |   768928 ko ||      +0m00.04s ||     -1576 ko |   +0.26% |         -0.20%
   0m15.04s |   545968 ko | Algebra/Field.vo                                                           |      0m15.49s |   547400 ko ||      -0m00.45s ||     -1432 ko |   -2.90% |         -0.26%
   0m15.04s |   669828 ko | Specific/montgomery64_2e291m19_5limbs/Synthesis.vo                         |      0m15.07s |   670680 ko ||      -0m00.03s ||      -852 ko |   -0.19% |         -0.12%
   0m15.03s |   773668 ko | Specific/solinas64_2e243m9_5limbs/fecarry.vo                               |      0m15.01s |   773684 ko ||      +0m00.01s ||       -16 ko |   +0.13% |         -0.00%
   0m15.03s |   762984 ko | Specific/solinas64_2e251m9_6limbs/fesub.vo                                 |      0m14.94s |   764796 ko ||      +0m00.08s ||     -1812 ko |   +0.60% |         -0.23%
   0m15.01s |   772136 ko | Specific/solinas64_2e291m19_5limbs/fecarry.vo                              |      0m14.89s |   772356 ko ||      +0m00.11s ||      -220 ko |   +0.80% |         -0.02%
   0m15.01s |   677496 ko | Specific/solinas64_2e444m17_8limbs/Synthesis.vo                            |      0m15.06s |   679204 ko ||      -0m00.05s ||     -1708 ko |   -0.33% |         -0.25%
   0m15.00s |   763160 ko | Specific/solinas64_2e369m25_7limbs/feadd.vo                                |      0m15.42s |   762556 ko ||      -0m00.41s ||       604 ko |   -2.72% |         +0.07%
   0m14.99s |   762904 ko | Specific/solinas64_2e256m189_6limbs/fesub.vo                               |      0m14.54s |   762624 ko ||      +0m00.45s ||       280 ko |   +3.09% |         +0.03%
   0m14.98s |   776304 ko | Specific/solinas64_2e222m117_5limbs/fecarry.vo                             |      0m14.65s |   777228 ko ||      +0m00.33s ||      -924 ko |   +2.25% |         -0.11%
   0m14.96s |   668132 ko | Specific/montgomery64_2e266m3_5limbs/Synthesis.vo                          |      0m14.93s |   668936 ko ||      +0m00.03s ||      -804 ko |   +0.20% |         -0.12%
   0m14.95s |   758496 ko | Specific/solinas64_2e321m9_7limbs/feadd.vo                                 |      0m14.85s |   759312 ko ||      +0m00.09s ||      -816 ko |   +0.67% |         -0.10%
   0m14.95s |   760404 ko | Specific/solinas64_2e322m2e161m1_7limbs/feadd.vo                           |      0m15.25s |   760116 ko ||      -0m00.30s ||       288 ko |   -1.96% |         +0.03%
   0m14.94s |   731272 ko | Specific/NISTP256/AMD64/fenz.vo                                            |      0m14.42s |   733012 ko ||      +0m00.51s ||     -1740 ko |   +3.60% |         -0.23%
   0m14.93s |   774160 ko | Specific/solinas64_2e285m9_5limbs/fecarry.vo                               |      0m14.93s |   774644 ko ||      +0m00.00s ||      -484 ko |   +0.00% |         -0.06%
   0m14.92s |   667996 ko | Specific/montgomery64_2e285m9_5limbs/Synthesis.vo                          |      0m14.91s |   669708 ko ||      +0m00.00s ||     -1712 ko |   +0.06% |         -0.25%
   0m14.92s |   761824 ko | Specific/solinas64_2e389m21_7limbs/feadd.vo                                |      0m15.03s |   761960 ko ||      -0m00.10s ||      -136 ko |   -0.73% |         -0.01%
   0m14.83s |   772088 ko | Specific/solinas64_2e226m5_5limbs/fecarry.vo                               |      0m14.94s |   773464 ko ||      -0m00.10s ||     -1376 ko |   -0.73% |         -0.17%
   0m14.81s |   767688 ko | Specific/solinas64_2e285m9_6limbs/fesub.vo                                 |      0m14.74s |   765512 ko ||      +0m00.07s ||      2176 ko |   +0.47% |         +0.28%
   0m14.80s |   774400 ko | Specific/solinas64_2e221m3_5limbs/fecarry.vo                               |      0m14.28s |   773388 ko ||      +0m00.52s ||      1012 ko |   +3.64% |         +0.13%
   0m14.79s |   700400 ko | Specific/solinas64_2e256m4294968273_10limbs/Synthesis.vo                   |      0m14.55s |   700252 ko ||      +0m00.23s ||       148 ko |   +1.64% |         +0.02%
   0m14.77s |   561100 ko | Arithmetic/Saturated/AddSub.vo                                             |      0m14.66s |   561392 ko ||      +0m00.10s ||      -292 ko |   +0.75% |         -0.05%
   0m14.73s |   764744 ko | Specific/solinas64_2e166m5_3limbs/femul.vo                                 |      0m14.65s |   763288 ko ||      +0m00.08s ||      1456 ko |   +0.54% |         +0.19%
   0m14.69s |   764428 ko | Specific/solinas64_2e255m765_6limbs/fesub.vo                               |      0m14.95s |   761980 ko ||      -0m00.25s ||      2448 ko |   -1.73% |         +0.32%
   0m14.68s |   767792 ko | Specific/solinas64_2e152m17_3limbs/femul.vo                                |      0m14.66s |   763948 ko ||      +0m00.01s ||      3844 ko |   +0.13% |         +0.50%
   0m14.65s |   766396 ko | Specific/solinas64_2e171m19_3limbs/femul.vo                                |      0m14.62s |   765100 ko ||      +0m00.03s ||      1296 ko |   +0.20% |         +0.16%
   0m14.64s |   766888 ko | Specific/solinas64_2e174m3_3limbs/femul.vo                                 |      0m14.48s |   762796 ko ||      +0m00.16s ||      4092 ko |   +1.10% |         +0.53%
   0m14.63s |   765484 ko | Specific/solinas64_2e130m5_3limbs/femul.vo                                 |      0m14.54s |   764080 ko ||      +0m00.09s ||      1404 ko |   +0.61% |         +0.18%
   0m14.63s |   772212 ko | Specific/solinas64_2e189m25_5limbs/fecarry.vo                              |      0m14.58s |   771952 ko ||      +0m00.05s ||       260 ko |   +0.34% |         +0.03%
   0m14.62s |   771300 ko | Specific/solinas64_2e212m29_5limbs/fecarry.vo                              |      0m14.60s |   772092 ko ||      +0m00.01s ||      -792 ko |   +0.13% |         -0.10%
   0m14.61s |   762104 ko | Specific/solinas64_2e256m2e32m977_6limbs/fesub.vo                          |      0m15.05s |   763092 ko ||      -0m00.44s ||      -988 ko |   -2.92% |         -0.12%
   0m14.60s |   772424 ko | Specific/solinas64_2e194m33_5limbs/fecarry.vo                              |      0m14.58s |   772608 ko ||      +0m00.01s ||      -184 ko |   +0.13% |         -0.02%
   0m14.60s |   775072 ko | Specific/solinas64_2e206m5_5limbs/fecarry.vo                               |      0m14.17s |   774224 ko ||      +0m00.42s ||       848 ko |   +3.03% |         +0.10%
   0m14.59s |   772116 ko | Specific/solinas64_2e191m19_5limbs/fecarry.vo                              |      0m14.60s |   772452 ko ||      -0m00.00s ||      -336 ko |   -0.06% |         -0.04%
   0m14.58s |   731780 ko | Specific/montgomery64_2e256m189_4limbs/fenz.vo                             |      0m14.52s |   732940 ko ||      +0m00.06s ||     -1160 ko |   +0.41% |         -0.15%
   0m14.58s |   732036 ko | Specific/montgomery64_2e256m88x2e240m1_4limbs/fenz.vo                      |      0m14.53s |   733008 ko ||      +0m00.05s ||      -972 ko |   +0.34% |         -0.13%
   0m14.58s |   761972 ko | Specific/solinas64_2e165m25_3limbs/femul.vo                                |      0m14.59s |   763272 ko ||      -0m00.00s ||     -1300 ko |   -0.06% |         -0.17%
   0m14.57s |   732208 ko | Specific/montgomery64_2e224m2e96p1_4limbs/fenz.vo                          |      0m14.54s |   733504 ko ||      +0m00.03s ||     -1296 ko |   +0.20% |         -0.17%
   0m14.57s |   731860 ko | Specific/montgomery64_2e230m27_4limbs/fenz.vo                              |      0m14.45s |   733240 ko ||      +0m00.12s ||     -1380 ko |   +0.83% |         -0.18%
   0m14.56s |   732004 ko | Specific/montgomery64_2e196m15_4limbs/fenz.vo                              |      0m14.55s |   733332 ko ||      +0m00.00s ||     -1328 ko |   +0.06% |         -0.18%
   0m14.56s |   772000 ko | Specific/solinas64_2e190m11_5limbs/fecarry.vo                              |      0m14.44s |   772560 ko ||      +0m00.12s ||      -560 ko |   +0.83% |         -0.07%
   0m14.55s |   732196 ko | Specific/montgomery64_2e243m9_4limbs/fenz.vo                               |      0m14.44s |   733356 ko ||      +0m00.11s ||     -1160 ko |   +0.76% |         -0.15%
   0m14.55s |   731952 ko | Specific/montgomery64_2e251m9_4limbs/fenz.vo                               |      0m14.48s |   733332 ko ||      +0m00.07s ||     -1380 ko |   +0.48% |         -0.18%
   0m14.55s |   764816 ko | Specific/solinas64_2e127m1_3limbs/femul.vo                                 |      0m14.48s |   760832 ko ||      +0m00.07s ||      3984 ko |   +0.48% |         +0.52%
   0m14.53s |   732488 ko | Specific/montgomery64_2e216m2e108m1_4limbs/fenz.vo                         |      0m14.50s |   733644 ko ||      +0m00.02s ||     -1156 ko |   +0.20% |         -0.15%
   0m14.53s |   732256 ko | Specific/montgomery64_2e255m765_4limbs/fenz.vo                             |      0m14.58s |   733288 ko ||      -0m00.05s ||     -1032 ko |   -0.34% |         -0.14%
   0m14.53s |   731848 ko | Specific/montgomery64_2e256m4294968273_4limbs/fenz.vo                      |      0m14.54s |   732604 ko ||      -0m00.00s ||      -756 ko |   -0.06% |         -0.10%
   0m14.53s |   759420 ko | Specific/solinas32_2e174m3_7limbs/feadd.vo                                 |      0m14.08s |   759392 ko ||      +0m00.44s ||        28 ko |   +3.19% |         +0.00%
   0m14.53s |   772204 ko | Specific/solinas64_2e198m17_5limbs/fecarry.vo                              |      0m14.47s |   772276 ko ||      +0m00.05s ||       -72 ko |   +0.41% |         -0.00%
   0m14.52s |   732076 ko | Specific/montgomery64_2e206m5_4limbs/fenz.vo                               |      0m14.46s |   733384 ko ||      +0m00.05s ||     -1308 ko |   +0.41% |         -0.17%
   0m14.52s |   731972 ko | Specific/montgomery64_2e221m3_4limbs/fenz.vo                               |      0m14.42s |   733284 ko ||      +0m00.09s ||     -1312 ko |   +0.69% |         -0.17%
   0m14.51s |   732244 ko | Specific/montgomery64_2e194m33_4limbs/fenz.vo                              |      0m14.43s |   733332 ko ||      +0m00.08s ||     -1088 ko |   +0.55% |         -0.14%
   0m14.51s |   731984 ko | Specific/montgomery64_2e256m2e32m977_4limbs/fenz.vo                        |      0m14.55s |   732932 ko ||      -0m00.04s ||      -948 ko |   -0.27% |         -0.12%
   0m14.51s |   764744 ko | Specific/solinas64_2e150m5_3limbs/femul.vo                                 |      0m14.53s |   760740 ko ||      -0m00.01s ||      4004 ko |   -0.13% |         +0.52%
   0m14.50s |   731644 ko | Specific/montgomery64_2e213m3_4limbs/fenz.vo                               |      0m14.52s |   733084 ko ||      -0m00.01s ||     -1440 ko |   -0.13% |         -0.19%
   0m14.50s |   732552 ko | Specific/montgomery64_2e222m117_4limbs/fenz.vo                             |      0m14.47s |   733496 ko ||      +0m00.02s ||      -944 ko |   +0.20% |         -0.12%
   0m14.50s |   731736 ko | Specific/montgomery64_2e235m15_4limbs/fenz.vo                              |      0m14.45s |   733580 ko ||      +0m00.05s ||     -1844 ko |   +0.34% |         -0.25%
   0m14.49s |   732052 ko | Specific/montgomery64_2e198m17_4limbs/fenz.vo                              |      0m14.49s |   733396 ko ||      +0m00.00s ||     -1344 ko |   +0.00% |         -0.18%
   0m14.49s |   732104 ko | Specific/montgomery64_2e254m127x2e240m1_4limbs/fenz.vo                     |      0m14.52s |   733332 ko ||      -0m00.02s ||     -1228 ko |   -0.20% |         -0.16%
   0m14.48s |   731876 ko | Specific/montgomery64_2e205m45x2e198m1_4limbs/fenz.vo                      |      0m14.54s |   732940 ko ||      -0m00.05s ||     -1064 ko |   -0.41% |         -0.14%
   0m14.48s |   764392 ko | Specific/solinas64_2e140m27_3limbs/femul.vo                                |      0m14.56s |   763712 ko ||      -0m00.08s ||       680 ko |   -0.54% |         +0.08%
   0m14.47s |   732172 ko | Specific/montgomery64_2e226m5_4limbs/fenz.vo                               |      0m14.61s |   732956 ko ||      -0m00.13s ||      -784 ko |   -0.95% |         -0.10%
   0m14.47s |   698300 ko | Specific/solinas32_2e251m9_10limbs/Synthesis.vo                            |      0m14.40s |   700432 ko ||      +0m00.07s ||     -2132 ko |   +0.48% |         -0.30%
   0m14.46s |   766908 ko | Specific/solinas64_2e174m17_3limbs/femul.vo                                |      0m14.59s |   761848 ko ||      -0m00.12s ||      5060 ko |   -0.89% |         +0.66%
   0m14.45s |   732072 ko | Specific/montgomery64_2e256m2e224p2e192p2e96m1_4limbs/fenz.vo              |      0m14.58s |   733292 ko ||      -0m00.13s ||     -1220 ko |   -0.89% |         -0.16%
   0m14.45s |   763976 ko | Specific/solinas64_2e150m3_3limbs/femul.vo                                 |      0m14.48s |   759116 ko ||      -0m00.03s ||      4860 ko |   -0.20% |         +0.64%
   0m14.44s |   731632 ko | Specific/montgomery64_2e255m19_4limbs/fenz.vo                              |      0m14.50s |   733396 ko ||      -0m00.06s ||     -1764 ko |   -0.41% |         -0.24%
   0m14.44s |   766596 ko | Specific/solinas32_2e127m1_5limbs/fecarry.vo                               |      0m14.89s |   766712 ko ||      -0m00.45s ||      -116 ko |   -3.02% |         -0.01%
   0m14.44s |   760628 ko | Specific/solinas64_2e137m13_3limbs/femul.vo                                |      0m14.52s |   760340 ko ||      -0m00.08s ||       288 ko |   -0.55% |         +0.03%
   0m14.43s |   732072 ko | Specific/montgomery64_2e212m29_4limbs/fenz.vo                              |      0m14.51s |   733536 ko ||      -0m00.08s ||     -1464 ko |   -0.55% |         -0.19%
   0m14.43s |   772180 ko | Specific/solinas64_2e230m27_5limbs/fecarry.vo                              |      0m15.00s |   773856 ko ||      -0m00.57s ||     -1676 ko |   -3.80% |         -0.21%
   0m14.42s |   756364 ko | Specific/solinas32_2e152m17_7limbs/feadd.vo                                |      0m14.39s |   756060 ko ||      +0m00.02s ||       304 ko |   +0.20% |         +0.04%
   0m14.42s |   759784 ko | Specific/solinas32_2e158m15_6limbs/fesub.vo                                |      0m13.99s |   760332 ko ||      +0m00.42s ||      -548 ko |   +3.07% |         -0.07%
   0m14.42s |   757660 ko | Specific/solinas32_2e165m25_7limbs/feadd.vo                                |      0m13.97s |   757484 ko ||      +0m00.44s ||       176 ko |   +3.22% |         +0.02%
   0m14.41s |   734996 ko | Specific/montgomery32_2e171m19_6limbs/fenz.vo                              |      0m14.54s |   734680 ko ||      -0m00.12s ||       316 ko |   -0.89% |         +0.04%
   0m14.40s |   734880 ko | Specific/montgomery32_2e174m3_6limbs/fenz.vo                               |      0m14.81s |   734544 ko ||      -0m00.41s ||       336 ko |   -2.76% |         +0.04%
   0m14.40s |   766964 ko | Specific/solinas64_2e141m9_3limbs/femul.vo                                 |      0m14.42s |   761608 ko ||      -0m00.01s ||      5356 ko |   -0.13% |         +0.70%
   0m14.39s |   734472 ko | Specific/montgomery32_2e190m11_6limbs/fenz.vo                              |      0m14.67s |   734924 ko ||      -0m00.27s ||      -452 ko |   -1.90% |         -0.06%
   0m14.39s |   758456 ko | Specific/solinas32_2e166m5_7limbs/feadd.vo                                 |      0m14.38s |   757696 ko ||      +0m00.00s ||       760 ko |   +0.06% |         +0.10%
   0m14.38s |   760520 ko | Specific/solinas32_2e166m5_6limbs/fesub.vo                                 |      0m13.91s |   758768 ko ||      +0m00.47s ||      1752 ko |   +3.37% |         +0.23%
   0m14.37s |   760308 ko | Specific/solinas32_2e152m17_6limbs/fesub.vo                                |      0m14.19s |   758624 ko ||      +0m00.17s ||      1684 ko |   +1.26% |         +0.22%
   0m14.37s |   757312 ko | Specific/solinas32_2e158m15_7limbs/feadd.vo                                |      0m14.35s |   756556 ko ||      +0m00.01s ||       756 ko |   +0.13% |         +0.09%
   0m14.36s |   756360 ko | Specific/solinas32_2e150m5_7limbs/feadd.vo                                 |      0m14.36s |   758556 ko ||      +0m00.00s ||     -2196 ko |   +0.00% |         -0.28%
   0m14.36s |   757424 ko | Specific/solinas32_2e171m19_7limbs/feadd.vo                                |      0m14.23s |   758292 ko ||      +0m00.12s ||      -868 ko |   +0.91% |         -0.11%
   0m14.36s |   758008 ko | Specific/solinas32_2e189m25_7limbs/feadd.vo                                |      0m14.47s |   756148 ko ||      -0m00.11s ||      1860 ko |   -0.76% |         +0.24%
   0m14.35s |   758072 ko | Specific/solinas32_2e141m9_7limbs/feadd.vo                                 |      0m14.19s |   757728 ko ||      +0m00.16s ||       344 ko |   +1.12% |         +0.04%
   0m14.34s |   734720 ko | Specific/montgomery32_2e189m25_6limbs/fenz.vo                              |      0m14.75s |   734572 ko ||      -0m00.41s ||       148 ko |   -2.77% |         +0.02%
   0m14.32s |   734672 ko | Specific/montgomery32_2e174m17_6limbs/fenz.vo                              |      0m14.93s |   734884 ko ||      -0m00.60s ||      -212 ko |   -4.08% |         -0.02%
   0m14.32s |   734416 ko | Specific/montgomery32_2e192m2e64m1_6limbs/fenz.vo                          |      0m14.60s |   734528 ko ||      -0m00.27s ||      -112 ko |   -1.91% |         -0.01%
   0m14.32s |   757468 ko | Specific/solinas32_2e140m27_7limbs/feadd.vo                                |      0m14.23s |   757328 ko ||      +0m00.08s ||       140 ko |   +0.63% |         +0.01%
   0m14.31s |   770876 ko | Specific/solinas32_2e137m13_5limbs/fecarry.vo                              |      0m14.20s |   770656 ko ||      +0m00.11s ||       220 ko |   +0.77% |         +0.02%
   0m14.30s |   756328 ko | Specific/solinas32_2e150m3_7limbs/feadd.vo                                 |      0m13.97s |   758968 ko ||      +0m00.33s ||     -2640 ko |   +2.36% |         -0.34%
   0m14.29s |   729920 ko | Specific/NISTP256/AMD128/fenz.vo                                           |      0m13.97s |   729448 ko ||      +0m00.31s ||       472 ko |   +2.29% |         +0.06%
   0m14.28s |   772460 ko | Specific/solinas64_2e235m15_5limbs/fecarry.vo                              |      0m15.01s |   773592 ko ||      -0m00.73s ||     -1132 ko |   -4.86% |         -0.14%
   0m14.27s |   734640 ko | Specific/montgomery32_2e191m19_6limbs/fenz.vo                              |      0m14.86s |   734684 ko ||      -0m00.58s ||       -44 ko |   -3.97% |         -0.00%
   0m14.27s |   763644 ko | Specific/solinas64_2e158m15_3limbs/femul.vo                                |      0m14.61s |   758700 ko ||      -0m00.33s ||      4944 ko |   -2.32% |         +0.65%
   0m14.26s |   758964 ko | Specific/solinas32_2e150m5_6limbs/fesub.vo                                 |      0m14.30s |   759576 ko ||      -0m00.04s ||      -612 ko |   -0.27% |         -0.08%
