       Time |    Peak Mem | File Name                                                                 
   0m29.50s |   911140 ko | Specific/solinas32_2e150m5_7limbs/fesquare.vo                             
   0m29.38s |   862436 ko | Specific/solinas32_2e336m17_13limbs/feadd.vo                              
   0m29.37s |   949868 ko | Specific/solinas64_2e480m2e240m1_8limbs/freeze.vo                         
   0m29.33s |   952796 ko | Specific/solinas64_2e216m2e108m1_4limbs/femul.vo                          
   0m29.32s |   912068 ko | Specific/NISTP256/AMD128/femul.vo                                         
   0m29.31s |   526512 ko | Compilers/CommonSubexpressionEliminationWf.vo                             
   0m29.31s |   798668 ko | Specific/montgomery32_2e369m25_12limbs/fenz.vo                            
   0m29.31s |   858824 ko | Specific/solinas32_2e338m15_13limbs/feadd.vo                              
   0m29.30s |   879772 ko | Specific/solinas32_2e336m3_12limbs/fesub.vo                               
   0m29.23s |   685076 ko | Experiments/NewPipeline/UnderLetsProofs.vo                                
   0m29.19s |   863684 ko | Specific/solinas32_2e321m9_13limbs/feadd.vo                               
   0m29.19s |   961236 ko | Specific/solinas64_2e448m2e224m1_8limbs/freeze.vo                         
   0m29.18s |   873084 ko | Specific/montgomery32_2e266m3_9limbs/feopp.vo                             
   0m29.15s |   798632 ko | Specific/montgomery32_2e379m19_12limbs/fenz.vo                            
   0m29.14s |   700736 ko | Specific/montgomery64_2e321m9_6limbs/Synthesis.vo                         
   0m29.03s |   869640 ko | Specific/montgomery32_2e285m9_9limbs/feopp.vo                             
   0m28.96s |   949384 ko | Specific/solinas64_2e450m2e225m1_8limbs/freeze.vo                         
   0m28.96s |   704576 ko | Specific/solinas64_2e495m31_10limbs/Synthesis.vo                          
   0m28.93s |   949184 ko | Specific/solinas64_2e444m17_8limbs/freeze.vo                              
   0m28.92s |   798840 ko | Specific/montgomery32_2e384m79x2e376m1_12limbs/fenz.vo                    
   0m28.88s |   873516 ko | Specific/solinas32_2e285m9_12limbs/fesub.vo                               
   0m28.83s |   948964 ko | Specific/solinas64_2e414m17_8limbs/freeze.vo                              
   0m28.73s |   798848 ko | Specific/montgomery32_2e383m187_12limbs/fenz.vo                           
   0m28.73s |   798608 ko | Specific/montgomery32_2e384m5x2e368m1_12limbs/fenz.vo                     
   0m28.72s |   912044 ko | Specific/solinas32_2e189m25_7limbs/fesquare.vo                            
   0m28.72s |   907220 ko | Specific/solinas32_2e190m11_7limbs/fesquare.vo                            
   0m28.70s |   706584 ko | Specific/solinas64_2e489m21_10limbs/Synthesis.vo                          
   0m28.69s |   879728 ko | Specific/solinas32_2e255m765_12limbs/fesub.vo                             
   0m28.68s |   910936 ko | Specific/solinas32_2e140m27_7limbs/fesquare.vo                            
   0m28.68s |   912340 ko | Specific/solinas32_2e174m3_7limbs/fesquare.vo                             
   0m28.67s |   701548 ko | Specific/montgomery32_2e256m88x2e240m1_8limbs/Synthesis.vo                
   0m28.66s |   798936 ko | Specific/montgomery32_2e383m421_12limbs/fenz.vo                           
   0m28.66s |   911420 ko | Specific/solinas32_2e165m25_7limbs/fesquare.vo                            
   0m28.66s |   949804 ko | Specific/solinas64_2e416m2e208m1_8limbs/freeze.vo                         
   0m28.65s |   799104 ko | Specific/montgomery32_2e384m2e128m2e96p2e32m1_12limbs/fenz.vo             
   0m28.64s |   798564 ko | Specific/montgomery32_2e383m31_12limbs/fenz.vo                            
   0m28.64s |   890112 ko | Specific/solinas64_2e192m2e64m1_5limbs/femul.vo                           
   0m28.64s |   949984 ko | Specific/solinas64_2e383m31_8limbs/freeze.vo                              
   0m28.63s |   949900 ko | Specific/solinas64_2e383m187_8limbs/freeze.vo                             
   0m28.61s |   798952 ko | Specific/montgomery32_2e384m317_12limbs/fenz.vo                           
   0m28.61s |   949556 ko | Specific/solinas64_2e379m19_8limbs/freeze.vo                              
   0m28.61s |   949816 ko | Specific/solinas64_2e383m421_8limbs/freeze.vo                             
   0m28.59s |   798680 ko | Specific/montgomery32_2e382m105_12limbs/fenz.vo                           
   0m28.59s |   730756 ko | Specific/solinas32_2e336m3_12limbs/Synthesis.vo                           
   0m28.58s |   911820 ko | Specific/solinas32_2e150m3_7limbs/fesquare.vo                             
   0m28.54s |   875512 ko | Specific/solinas64_2e511m481_11limbs/fesub.vo                             
   0m28.53s |   949636 ko | Specific/solinas64_2e384m317_8limbs/freeze.vo                             
   0m28.48s |   880252 ko | Specific/solinas32_2e256m189_12limbs/fesub.vo                             
   0m28.44s |   709236 ko | Specific/solinas64_2e488m17_10limbs/Synthesis.vo                          
   0m28.42s |   697560 ko | Specific/montgomery32_2e256m2e32m977_8limbs/Synthesis.vo                  
   0m28.39s |   855288 ko | Specific/montgomery64_2e452m3_8limbs/feopp.vo                             
   0m28.36s |   875760 ko | Specific/solinas64_2e511m187_11limbs/fesub.vo                             
   0m28.35s |   873800 ko | Specific/solinas64_2e512m569_11limbs/fesub.vo                             
   0m28.33s |   856104 ko | Specific/montgomery64_2e480m2e240m1_8limbs/feopp.vo                       
   0m28.32s |   852568 ko | Specific/montgomery64_2e489m21_8limbs/feopp.vo                            
   0m28.29s |   857020 ko | Specific/montgomery64_2e512m491x2e496m1_8limbs/feopp.vo                   
   0m28.28s |   856932 ko | Specific/montgomery64_2e512m569_8limbs/feopp.vo                           
   0m28.27s |   700848 ko | Specific/montgomery32_2e235m15_8limbs/Synthesis.vo                        
   0m28.27s |   855540 ko | Specific/montgomery64_2e450m2e225m1_8limbs/feopp.vo                       
   0m28.23s |   860364 ko | Specific/montgomery64_2e468m17_8limbs/feopp.vo                            
   0m28.21s |   705768 ko | Specific/montgomery32_2e256m2e224p2e192p2e96m1_8limbs/Synthesis.vo        
   0m28.19s |   855612 ko | Specific/montgomery64_2e511m187_8limbs/feopp.vo                           
   0m28.19s |   885356 ko | Specific/solinas64_2e338m15_6limbs/femul.vo                               
   0m28.11s |   949532 ko | Specific/solinas64_2e468m17_8limbs/freeze.vo                              
   0m28.10s |   928756 ko | Specific/solinas64_2e512m569_10limbs/fecarry.vo                           
   0m28.09s |   854960 ko | Specific/montgomery64_2e511m481_8limbs/feopp.vo                           
   0m28.08s |   857232 ko | Specific/montgomery64_2e510m290x2e496m1_8limbs/feopp.vo                   
   0m28.07s |   880452 ko | Specific/solinas32_2e322m2e161m1_12limbs/fesub.vo                         
   0m28.07s |   949400 ko | Specific/solinas64_2e452m3_8limbs/freeze.vo                               
   0m28.06s |   880244 ko | Specific/solinas32_2e291m19_12limbs/fesub.vo                              
   0m28.04s |   878420 ko | Specific/solinas32_2e321m9_12limbs/fesub.vo                               
   0m28.02s |   973120 ko | Specific/solinas32_2e192m2e64m1_9limbs/fecarry.vo                         
   0m27.97s |   698248 ko | Specific/montgomery32_2e226m5_8limbs/Synthesis.vo                         
   0m27.97s |   949748 ko | Specific/solinas64_2e413m21_8limbs/freeze.vo                              
   0m27.96s |   852376 ko | Specific/montgomery64_2e488m17_8limbs/feopp.vo                            
   0m27.96s |   931496 ko | Specific/solinas64_2e521m1_10limbs/fecarry.vo                             
   0m27.91s |   853048 ko | Specific/montgomery64_2e495m31_8limbs/feopp.vo                            
   0m27.88s |   703208 ko | Specific/montgomery32_2e254m127x2e240m1_8limbs/Synthesis.vo               
   0m27.83s |   928740 ko | Specific/solinas64_2e511m187_10limbs/fecarry.vo                           
   0m27.82s |   698516 ko | Specific/montgomery32_2e251m9_8limbs/Synthesis.vo                         
   0m27.79s |   604296 ko | Primitives/EdDSARepChange.vo                                              
   0m27.74s |   888948 ko | Specific/solinas64_2e251m9_6limbs/femul.vo                                
   0m27.74s |   886576 ko | Specific/solinas64_2e256m189_6limbs/femul.vo                              
   0m27.71s |   949536 ko | Specific/solinas64_2e382m105_8limbs/freeze.vo                             
   0m27.70s |   880836 ko | Specific/solinas32_2e256m2e32m977_12limbs/fesub.vo                        
   0m27.70s |   891744 ko | Specific/solinas64_2e336m17_6limbs/femul.vo                               
   0m27.69s |   890944 ko | Specific/solinas64_2e321m9_6limbs/femul.vo                                
   0m27.69s |   929100 ko | Specific/solinas64_2e511m481_10limbs/fecarry.vo                           
   0m27.67s |   932476 ko | Specific/solinas64_2e488m17_10limbs/fecarry.vo                            
   0m27.66s |   696284 ko | Specific/montgomery32_2e256m4294968273_8limbs/Synthesis.vo                
   0m27.64s |   699588 ko | Specific/montgomery32_2e243m9_8limbs/Synthesis.vo                         
   0m27.62s |   694744 ko | Specific/montgomery32_2e256m189_8limbs/Synthesis.vo                       
   0m27.62s |   947320 ko | Specific/solinas32_2e221m3_8limbs/freeze.vo                               
   0m27.62s |   747200 ko | Specific/solinas32_2e256m2e32m977_13limbs/Synthesis.vo                    
   0m27.62s |   949492 ko | Specific/solinas64_2e389m21_8limbs/freeze.vo                              
   0m27.62s |   948864 ko | Specific/solinas64_2e401m31_8limbs/freeze.vo                              
   0m27.61s |   730604 ko | Specific/solinas32_2e321m9_12limbs/Synthesis.vo                           
   0m27.61s |   946964 ko | Specific/solinas64_2e369m25_8limbs/freeze.vo                              
   0m27.57s |   697040 ko | Specific/montgomery32_2e255m765_8limbs/Synthesis.vo                       
   0m27.57s |   880064 ko | Specific/solinas64_2e285m9_6limbs/femul.vo                                
   0m27.56s |   933504 ko | Specific/solinas64_2e216m2e108m1_4limbs/fesquare.vo                       
   0m27.54s |   924780 ko | Specific/solinas64_2e495m31_10limbs/fecarry.vo                            
   0m27.50s |   884488 ko | Specific/solinas64_2e255m19_6limbs/femul.vo                               
   0m27.47s |   696172 ko | Specific/montgomery32_2e230m27_8limbs/Synthesis.vo                        
   0m27.46s |   943916 ko | Specific/solinas32_2e206m5_8limbs/freeze.vo                               
   0m27.45s |   943648 ko | Specific/solinas32_2e190m11_8limbs/freeze.vo                              
   0m27.45s |   945060 ko | Specific/solinas32_2e213m3_8limbs/freeze.vo                               
   0m27.43s |   697772 ko | Specific/montgomery32_2e255m19_8limbs/Synthesis.vo                        
   0m27.41s |   924428 ko | Specific/X25519/C32/fecarry.vo                                            
   0m27.40s |   780588 ko | Specific/montgomery64_2e512m491x2e496m1_8limbs/fenz.vo                    
   0m27.39s |   946132 ko | Specific/solinas32_2e198m17_8limbs/freeze.vo                              
   0m27.39s |   944108 ko | Specific/solinas32_2e212m29_8limbs/freeze.vo                              
   0m27.38s |   780264 ko | Specific/montgomery64_2e450m2e225m1_8limbs/fenz.vo                        
   0m27.36s |   944932 ko | Specific/solinas32_2e194m33_8limbs/freeze.vo                              
   0m27.31s |   885252 ko | Specific/solinas64_2e336m3_6limbs/femul.vo                                
   0m27.29s |   933164 ko | Specific/solinas64_2e480m2e240m1_8limbs/fecarry.vo                        
   0m27.24s |   947940 ko | Specific/solinas32_2e171m19_8limbs/freeze.vo                              
   0m27.24s |   941208 ko | Specific/solinas32_2e189m25_8limbs/freeze.vo                              
   0m27.20s |   943460 ko | Specific/solinas32_2e174m17_8limbs/freeze.vo                              
   0m27.20s |   943152 ko | Specific/solinas32_2e191m19_8limbs/freeze.vo                              
   0m27.16s |   946420 ko | Specific/solinas32_2e165m25_8limbs/freeze.vo                              
   0m27.12s |   884012 ko | Specific/solinas64_2e255m765_6limbs/femul.vo                              
   0m27.10s |   943988 ko | Specific/solinas32_2e174m3_8limbs/freeze.vo                               
   0m27.08s |   932372 ko | Specific/solinas64_2e448m2e224m1_8limbs/fecarry.vo                        
   0m26.99s |   780272 ko | Specific/montgomery64_2e452m3_8limbs/fenz.vo                              
   0m26.99s |   878088 ko | Specific/solinas32_2e137m13_6limbs/femul.vo                               
   0m26.99s |   948052 ko | Specific/solinas32_2e216m2e108m1_8limbs/freeze.vo                         
   0m26.98s |   780268 ko | Specific/montgomery64_2e495m31_8limbs/fenz.vo                             
   0m26.94s |   780096 ko | Specific/montgomery64_2e489m21_8limbs/fenz.vo                             
   0m26.92s |   851824 ko | Specific/montgomery32_2e192m2e64m1_6limbs/feadd.vo                        
   0m26.92s |   944816 ko | Specific/solinas32_2e196m15_8limbs/freeze.vo                              
   0m26.90s |   935960 ko | Specific/solinas64_2e416m2e208m1_8limbs/fecarry.vo                        
